,Time_Stamp,Compressor Running %,Compressor Motor Current (Amps),Compressed Motor Speed (RPM),Compressor Motor Voltage (Volts),Compressor Discharge Pressure (PSI),Compressed Air Pressure near distribution header (PSI),Compressed Air Stream Temperature near distribution header (F),Unnamed: 15,Unnamed: 16,Unnamed: 17,compressor_KWH,Avg_Current_SM1,Avg_Voltage_SM1,Avg_Current_SM4,Avg_Voltage_SM4,Avg_Current_SM7,Avg_Voltage_SM7,KWH_SM1,KWH_SM4,KWH_SM7,KW,KVAR,KVA,PF,KWH, ,SM1,SM4,SM7
0,2020-01-01 00:30:00,,,,,,,,,,,,,,,,,,,,,400.68,276.48,486.81,0.8231,200.34, ,,,
1,2020-01-01 01:00:00,,,,,,,,,,,,,,,,,,,,,403.92,276.48,489.48,0.8252,201.96, ,,,
2,2020-01-01 01:30:00,,,,,,,,,,,,,,,,,,,,,411.48,278.64,496.95,0.8280,205.74, ,,,
3,2020-01-01 02:00:00,,,,,,,,,,,,,,,,,,,,,408.24,277.56,493.66,0.8270,204.12, ,,,
4,2020-01-01 02:30:00,,,,,,,,,,,,,,,,,,,,,405.00,279.72,492.21,0.8228,202.5, ,,,
5,2020-01-01 03:00:00,,,,,,,,,,,,,,,,,,,,,402.84,278.64,489.82,0.8224,201.42, ,,,
6,2020-01-01 03:30:00,,,,,,,,,,,,,,,,,,,,,412.56,282.96,500.27,0.8247,206.28, ,,,
7,2020-01-01 04:00:00,,,,,,,,,,,,,,,,,,,,,398.52,275.4,484.42,0.8227,199.26, ,,,
8,2020-01-01 04:30:00,,,,,,,,,,,,,,,,,,,,,405.00,276.48,490.37,0.8259,202.5, ,,,
9,2020-01-01 05:00:00,,,,,,,,,,,,,,,,,,,,,403.92,276.48,489.48,0.8252,201.96, ,,,
10,2020-01-01 05:30:00,,,,,,,,,,,,,,,,,,,,,419.04,280.8,504.42,0.8307,209.52, ,,,
11,2020-01-01 06:00:00,,,,,,,,,,,,,,,,,,,,,400.68,272.16,484.37,0.8272,200.34, ,,,
12,2020-01-01 06:30:00,,,,,,,,,,,,,,,,,,,,,396.36,271.08,480.19,0.8254,198.18, ,,,
13,2020-01-01 07:00:00,,,,,,,,,,,,,,,,,,,,,416.88,273.24,498.45,0.8364,208.44, ,,,
14,2020-01-01 07:30:00,,,,,,,,,,,,,,,,,,,,,401.76,270.0,484.06,0.8300,200.88, ,,,
15,2020-01-01 08:00:00,,,,,,,,,,,,,,,,,,,,,401.76,270.0,484.06,0.8300,200.88, ,,,
16,2020-01-01 08:30:00,,,,,,,,,,,,,,,,,,,,,403.92,274.32,488.27,0.8273,201.96, ,,,
17,2020-01-01 09:00:00,,,,,,,,,,,,,,,,,,,,,407.16,277.56,492.77,0.8263,203.58, ,,,
18,2020-01-01 09:30:00,,,,,,,,,,,,,,,,,,,,,398.52,274.32,483.81,0.8237,199.26, ,,,
19,2020-01-01 10:00:00,,,,,,,,,,,,,,,,,,,,,402.84,271.08,485.56,0.8296,201.42, ,,,
20,2020-01-01 10:30:00,,,,,,,,,,,,,,,,,,,,,406.08,274.32,490.05,0.8286,203.04, ,,,
21,2020-01-01 11:00:00,,,,,,,,,,,,,,,,,,,,,397.44,273.24,482.31,0.8240,198.72, ,,,
22,2020-01-01 11:30:00,,,,,,,,,,,,,,,,,,,,,405.00,276.48,490.37,0.8259,202.5, ,,,
23,2020-01-01 12:00:00,,,,,,,,,,,,,,,,,,,,,411.48,276.48,495.74,0.8300,205.74, ,,,
24,2020-01-01 12:30:00,,,,,,,,,,,,,,,,,,,,,407.16,278.64,493.38,0.8253,203.58, ,,,
25,2020-01-01 13:00:00,,,,,,,,,,,,,,,,,,,,,396.36,275.4,482.65,0.8212,198.18, ,,,
26,2020-01-01 13:30:00,,,,,,,,,,,,,,,,,,,,,397.44,275.4,483.53,0.8220,198.72, ,,,
27,2020-01-01 14:00:00,,,,,,,,,,,,,,,,,,,,,405.00,276.48,490.37,0.8259,202.5, ,,,
28,2020-01-01 14:30:00,,,,,,,,,,,,,,,,,,,,,394.20,278.64,482.74,0.8166,197.1, ,,,
29,2020-01-01 15:00:00,,,,,,,,,,,,,,,,,,,,,401.76,277.56,488.31,0.8227,200.88, ,,,
30,2020-01-01 15:30:00,,,,,,,,,,,,,,,,,,,,,399.60,282.96,489.64,0.8161,199.8, ,,,
31,2020-01-01 16:00:00,,,,,,,,,,,,,,,,,,,,,390.96,275.4,478.22,0.8175,195.48, ,,,
32,2020-01-01 16:30:00,,,,,,,,,,,,,,,,,,,,,396.36,273.24,481.42,0.8233,198.18, ,,,
33,2020-01-01 17:00:00,,,,,,,,,,,,,,,,,,,,,397.44,266.76,478.66,0.8303,198.72, ,,,
34,2020-01-01 17:30:00,,,,,,,,,,,,,,,,,,,,,397.44,263.52,476.87,0.8334,198.72, ,,,
35,2020-01-01 18:00:00,,,,,,,,,,,,,,,,,,,,,403.92,250.56,475.32,0.8498,201.96, ,,,
36,2020-01-01 18:30:00,,,,,,,,,,,,,,,,,,,,,397.44,249.48,469.25,0.8470,198.72, ,,,
37,2020-01-01 19:00:00,,,,,,,,,,,,,,,,,,,,,406.08,251.64,477.73,0.8500,203.04, ,,,
38,2020-01-01 19:30:00,,,,,,,,,,,,,,,,,,,,,411.48,253.8,483.46,0.8511,205.74, ,,,
39,2020-01-01 20:00:00,,,,,,,,,,,,,,,,,,,,,407.16,254.88,480.36,0.8476,203.58, ,,,
40,2020-01-01 20:30:00,,,,,,,,,,,,,,,,,,,,,395.28,253.8,469.75,0.8415,197.64, ,,,
41,2020-01-01 21:00:00,,,,,,,,,,,,,,,,,,,,,397.44,254.88,472.15,0.8418,198.72, ,,,
42,2020-01-01 21:30:00,,,,,,,,,,,,,,,,,,,,,401.76,258.12,477.53,0.8413,200.88, ,,,
43,2020-01-01 22:00:00,,,,,,,,,,,,,,,,,,,,,408.24,261.36,484.74,0.8422,204.12, ,,,
44,2020-01-01 22:30:00,,,,,,,,,,,,,,,,,,,,,399.60,262.44,478.07,0.8359,199.8, ,,,
45,2020-01-01 23:00:00,,,,,,,,,,,,,,,,,,,,,406.08,264.6,484.68,0.8378,203.04, ,,,
46,2020-01-01 23:30:00,,,,,,,,,,,,,,,,,,,,,407.16,266.76,486.77,0.8365,203.58, ,,,
47,1/1/2020 24:00,,,,,,,,,,,,,,,,,,,,,398.52,267.84,480.16,0.8300,199.26, ,,,
48,2020-01-10 00:30:00,,,,,,,,,,,,,,,,,,,,,598.32,302.4,670.40,0.8925,299.16, ,,,
49,2020-01-10 01:00:00,,,,,,,,,,,,,,,,,,,,,583.20,291.6,652.04,0.8944,291.6, ,,,
50,2020-01-10 01:30:00,,,,,,,,,,,,,,,,,,,,,583.20,294.84,653.49,0.8924,291.6, ,,,
51,2020-01-10 02:00:00,,,,,,,,,,,,,,,,,,,,,581.04,297.0,652.55,0.8904,290.52, ,,,
52,2020-01-10 02:30:00,,,,,,,,,,,,,,,,,,,,,572.40,297.0,644.86,0.8876,286.2, ,,,
53,2020-01-10 03:00:00,,,,,,,,,,,,,,,,,,,,,557.28,295.92,630.98,0.8832,278.64, ,,,
54,2020-01-10 03:30:00,,,,,,,,,,,,,,,,,,,,,576.72,298.08,649.20,0.8884,288.36, ,,,
55,2020-01-10 04:00:00,,,,,,,,,,,,,,,,,,,,,579.96,295.92,651.09,0.8907,289.98, ,,,
56,2020-01-10 04:30:00,,,,,,,,,,,,,,,,,,,,,576.72,287.28,644.31,0.8951,288.36, ,,,
57,2020-01-10 05:00:00,,,,,,,,,,,,,,,,,,,,,569.16,279.72,634.18,0.8975,284.58, ,,,
58,2020-01-10 05:30:00,,,,,,,,,,,,,,,,,,,,,599.40,285.12,663.76,0.9030,299.7, ,,,
59,2020-01-10 06:00:00,,,,,,,,,,,,,,,,,,,,,609.12,277.56,669.38,0.9100,304.56, ,,,
60,2020-01-10 06:30:00,,,,,,,,,,,,,,,,,,,,,622.08,274.32,679.88,0.9150,311.04, ,,,
61,2020-01-10 07:00:00,,,,,,,,,,,,,,,,,,,,,639.36,280.8,698.30,0.9156,319.68, ,,,
62,2020-01-10 07:30:00,,,,,,,,,,,,,,,,,,,,,653.40,286.2,713.33,0.9160,326.7, ,,,
63,2020-01-10 08:00:00,,,,,,,,,,,,,,,,,,,,,654.48,289.44,715.63,0.9146,327.24, ,,,
64,2020-01-10 08:30:00,,,,,,,,,,,,,,,,,,,,,637.20,286.2,698.52,0.9122,318.6, ,,,
65,2020-01-10 09:00:00,,,,,,,,,,,,,,,,,,,,,656.64,294.84,719.80,0.9123,328.32, ,,,
66,2020-01-10 09:30:00,,,,,,,,,,,,,,,,,,,,,664.20,294.84,726.70,0.9140,332.1, ,,,
67,2020-01-10 10:00:00,,,,,,,,,,,,,,,,,,,,,640.44,288.36,702.36,0.9118,320.22, ,,,
68,2020-01-10 10:30:00,,,,,,,,,,,,,,,,,,,,,651.24,289.44,712.66,0.9138,325.62, ,,,
69,2020-01-10 11:00:00,,,,,,,,,,,,,,,,,,,,,650.16,285.12,709.93,0.9158,325.08, ,,,
70,2020-01-10 11:30:00,,,,,,,,,,,,,,,,,,,,,636.12,288.36,698.43,0.9108,318.06, ,,,
71,2020-01-10 12:00:00,,,,,,,,,,,,,,,,,,,,,645.84,291.6,708.62,0.9114,322.92, ,,,
72,2020-01-10 12:30:00,,,,,,,,,,,,,,,,,,,,,655.56,291.6,717.49,0.9137,327.78, ,,,
73,2020-01-10 13:00:00,,,,,,,,,,,,,,,,,,,,,644.76,293.76,708.53,0.9100,322.38, ,,,
74,2020-01-10 13:30:00,,,,,,,,,,,,,,,,,,,,,640.44,290.52,703.25,0.9107,320.22, ,,,
75,2020-01-10 14:00:00,,,,,,,,,,,,,,,,,,,,,615.60,287.28,679.33,0.9062,307.8, ,,,
76,2020-01-10 14:30:00,,,,,,,,,,,,,,,,,,,,,629.64,298.08,696.63,0.9038,314.82, ,,,
77,2020-01-10 15:00:00,,,,,,,,,,,,,,,,,,,,,627.48,304.56,697.49,0.8996,313.74, ,,,
78,2020-01-10 15:30:00,,,,,,,,,,,,,,,,,,,,,627.48,313.2,701.30,0.8947,313.74, ,,,
79,2020-01-10 16:00:00,,,,,,,,,,,,,,,,,,,,,627.48,307.8,698.91,0.8978,313.74, ,,,
80,2020-01-10 16:30:00,,,,,,,,,,,,,,,,,,,,,623.16,308.88,695.51,0.8960,311.58, ,,,
81,2020-01-10 17:00:00,,,,,,,,,,,,,,,,,,,,,594.00,305.64,668.02,0.8892,297.0, ,,,
82,2020-01-10 17:30:00,,,,,,,,,,,,,,,,,,,,,586.44,299.16,658.34,0.8908,293.22, ,,,
83,2020-01-10 18:00:00,,,,,,,,,,,,,,,,,,,,,594.00,299.16,665.08,0.8931,297.0, ,,,
84,2020-01-10 18:30:00,,,,,,,,,,,,,,,,,,,,,602.64,305.64,675.72,0.8919,301.32, ,,,
85,2020-01-10 19:00:00,,,,,,,,,,,,,,,,,,,,,596.16,299.16,667.01,0.8938,298.08, ,,,
86,2020-01-10 19:30:00,,,,,,,,,,,,,,,,,,,,,597.24,301.32,668.95,0.8928,298.62, ,,,
87,2020-01-10 20:00:00,,,,,,,,,,,,,,,,,,,,,582.12,302.4,655.98,0.8874,291.06, ,,,
88,2020-01-10 20:30:00,,,,,,,,,,,,,,,,,,,,,577.80,299.16,650.65,0.8880,288.9, ,,,
89,2020-01-10 21:00:00,,,,,,,,,,,,,,,,,,,,,576.72,299.16,649.69,0.8877,288.36, ,,,
90,2020-01-10 21:30:00,,,,,,,,,,,,,,,,,,,,,563.76,302.4,639.74,0.8812,281.88, ,,,
91,2020-01-10 22:00:00,,,,,,,,,,,,,,,,,,,,,589.68,305.64,664.18,0.8878,294.84, ,,,
92,2020-01-10 22:30:00,,,,,,,,,,,,,,,,,,,,,599.40,301.32,670.88,0.8935,299.7, ,,,
93,2020-01-10 23:00:00,,,,,,,,,,,,,,,,,,,,,585.36,302.4,658.86,0.8884,292.68, ,,,
94,2020-01-10 23:30:00,,,,,,,,,,,,,,,,,,,,,602.64,299.16,672.81,0.8957,301.32, ,,,
95,1/10/2020 24:00,,,,,,,,,,,,,,,,,,,,,573.48,302.4,648.32,0.8846,286.74, ,,,
96,2020-01-11 00:30:00,,,,,,,,,,,,,,,,,,,,,562.68,303.48,639.30,0.8801,281.34, ,,,
97,2020-01-11 01:00:00,,,,,,,,,,,,,,,,,,,,,548.64,300.24,625.42,0.8772,274.32, ,,,
98,2020-01-11 01:30:00,,,,,,,,,,,,,,,,,,,,,547.56,293.76,621.38,0.8812,273.78, ,,,
99,2020-01-11 02:00:00,,,,,,,,,,,,,,,,,,,,,557.28,300.24,633.01,0.8804,278.64, ,,,
100,2020-01-11 02:30:00,,,,,,,,,,,,,,,,,,,,,550.80,297.0,625.77,0.8802,275.4, ,,,
101,2020-01-11 03:00:00,,,,,,,,,,,,,,,,,,,,,545.40,297.0,621.02,0.8782,272.7, ,,,
102,2020-01-11 03:30:00,,,,,,,,,,,,,,,,,,,,,543.24,300.24,620.69,0.8752,271.62, ,,,
103,2020-01-11 04:00:00,,,,,,,,,,,,,,,,,,,,,552.96,298.08,628.19,0.8803,276.48, ,,,
104,2020-01-11 04:30:00,,,,,,,,,,,,,,,,,,,,,546.48,294.84,620.94,0.8801,273.24, ,,,
105,2020-01-11 05:00:00,,,,,,,,,,,,,,,,,,,,,547.56,288.36,618.85,0.8848,273.78, ,,,
106,2020-01-11 05:30:00,,,,,,,,,,,,,,,,,,,,,568.08,292.68,639.04,0.8890,284.04, ,,,
107,2020-01-11 06:00:00,,,,,,,,,,,,,,,,,,,,,588.60,300.24,660.75,0.8908,294.3, ,,,
108,2020-01-11 06:30:00,,,,,,,,,,,,,,,,,,,,,596.16,303.48,668.96,0.8912,298.08, ,,,
109,2020-01-11 07:00:00,,,,,,,,,,,,,,,,,,,,,590.76,302.4,663.66,0.8902,295.38, ,,,
110,2020-01-11 07:30:00,,,,,,,,,,,,,,,,,,,,,599.40,295.92,668.47,0.8967,299.7, ,,,
111,2020-01-11 08:00:00,,,,,,,,,,,,,,,,,,,,,614.52,298.08,683.00,0.8997,307.26, ,,,
112,2020-01-11 08:30:00,,,,,,,,,,,,,,,,,,,,,596.16,299.16,667.01,0.8938,298.08, ,,,
113,2020-01-11 09:00:00,,,,,,,,,,,,,,,,,,,,,595.08,291.6,662.68,0.8980,297.54, ,,,
114,2020-01-11 09:30:00,,,,,,,,,,,,,,,,,,,,,577.80,291.6,647.21,0.8928,288.9, ,,,
115,2020-01-11 10:00:00,,,,,,,,,,,,,,,,,,,,,615.60,304.56,686.82,0.8963,307.8, ,,,
116,2020-01-11 10:30:00,,,,,,,,,,,,,,,,,,,,,636.12,314.28,709.52,0.8965,318.06, ,,,
117,2020-01-11 11:00:00,,,,,,,,,,,,,,,,,,,,,631.80,314.28,705.65,0.8953,315.9, ,,,
118,2020-01-11 11:30:00,,,,,,,,,,,,,,,,,,,,,650.16,319.68,724.50,0.8974,325.08, ,,,
119,2020-01-11 12:00:00,,,,,,,,,,,,,,,,,,,,,641.52,321.84,717.72,0.8938,320.76, ,,,
120,2020-01-11 12:30:00,,,,,,,,,,,,,,,,,,,,,633.96,319.68,710.00,0.8929,316.98, ,,,
121,2020-01-11 13:00:00,,,,,,,,,,,,,,,,,,,,,631.80,320.76,708.56,0.8917,315.9, ,,,
122,2020-01-11 13:30:00,,,,,,,,,,,,,,,,,,,,,618.84,320.76,697.03,0.8878,309.42, ,,,
123,2020-01-11 14:00:00,,,,,,,,,,,,,,,,,,,,,615.60,330.48,698.70,0.8811,307.8, ,,,
124,2020-01-11 14:30:00,,,,,,,,,,,,,,,,,,,,,616.68,338.04,703.25,0.8769,308.34, ,,,
125,2020-01-11 15:00:00,,,,,,,,,,,,,,,,,,,,,624.24,343.44,712.48,0.8762,312.12, ,,,
126,2020-01-11 15:30:00,,,,,,,,,,,,,,,,,,,,,621.00,347.76,711.74,0.8725,310.5, ,,,
127,2020-01-11 16:00:00,,,,,,,,,,,,,,,,,,,,,617.76,345.6,707.86,0.8727,308.88, ,,,
128,2020-01-11 16:30:00,,,,,,,,,,,,,,,,,,,,,628.56,339.12,714.21,0.8801,314.28, ,,,
129,2020-01-11 17:00:00,,,,,,,,,,,,,,,,,,,,,576.72,321.84,660.44,0.8732,288.36, ,,,
130,2020-01-11 17:30:00,,,,,,,,,,,,,,,,,,,,,561.60,314.28,643.56,0.8726,280.8, ,,,
131,2020-01-11 18:00:00,,,,,,,,,,,,,,,,,,,,,585.36,307.8,661.35,0.8851,292.68, ,,,
132,2020-01-11 18:30:00,,,,,,,,,,,,,,,,,,,,,587.52,311.04,664.77,0.8838,293.76, ,,,
133,2020-01-11 19:00:00,,,,,,,,,,,,,,,,,,,,,583.20,302.4,656.94,0.8878,291.6, ,,,
134,2020-01-11 19:30:00,,,,,,,,,,,,,,,,,,,,,572.40,309.96,650.94,0.8794,286.2, ,,,
135,2020-01-11 20:00:00,,,,,,,,,,,,,,,,,,,,,592.92,311.04,669.55,0.8855,296.46, ,,,
136,2020-01-11 20:30:00,,,,,,,,,,,,,,,,,,,,,573.48,312.12,652.92,0.8783,286.74, ,,,
137,2020-01-11 21:00:00,,,,,,,,,,,,,,,,,,,,,606.96,314.28,683.50,0.8880,303.48, ,,,
138,2020-01-11 21:30:00,,,,,,,,,,,,,,,,,,,,,591.84,321.84,673.69,0.8785,295.92, ,,,
139,2020-01-11 22:00:00,,,,,,,,,,,,,,,,,,,,,570.24,319.68,653.73,0.8723,285.12, ,,,
140,2020-01-11 22:30:00,,,,,,,,,,,,,,,,,,,,,565.92,318.6,649.44,0.8714,282.96, ,,,
141,2020-01-11 23:00:00,,,,,,,,,,,,,,,,,,,,,561.60,317.52,645.15,0.8705,280.8, ,,,
142,2020-01-11 23:30:00,,,,,,,,,,,,,,,,,,,,,562.68,317.52,646.09,0.8709,281.34, ,,,
143,1/11/2020 24:00,,,,,,,,,,,,,,,,,,,,,568.08,321.84,652.91,0.8701,284.04, ,,,
144,2020-01-12 00:30:00,,,,,,,,,,,,,,,,,,,,,590.76,335.88,679.57,0.8693,295.38, ,,,
145,2020-01-12 01:00:00,,,,,,,,,,,,,,,,,,,,,576.72,321.84,660.44,0.8732,288.36, ,,,
146,2020-01-12 01:30:00,,,,,,,,,,,,,,,,,,,,,575.64,321.84,659.50,0.8728,287.82, ,,,
147,2020-01-12 02:00:00,,,,,,,,,,,,,,,,,,,,,569.16,314.28,650.17,0.8754,284.58, ,,,
148,2020-01-12 02:30:00,,,,,,,,,,,,,,,,,,,,,568.08,315.36,649.74,0.8743,284.04, ,,,
149,2020-01-12 03:00:00,,,,,,,,,,,,,,,,,,,,,556.20,309.96,636.74,0.8735,278.1, ,,,
150,2020-01-12 03:30:00,,,,,,,,,,,,,,,,,,,,,541.08,298.08,617.75,0.8759,270.54, ,,,
151,2020-01-12 04:00:00,,,,,,,,,,,,,,,,,,,,,534.60,289.44,607.92,0.8794,267.3, ,,,
152,2020-01-12 04:30:00,,,,,,,,,,,,,,,,,,,,,543.24,286.2,614.02,0.8847,271.62, ,,,
153,2020-01-12 05:00:00,,,,,,,,,,,,,,,,,,,,,545.40,289.44,617.44,0.8833,272.7, ,,,
154,2020-01-12 05:30:00,,,,,,,,,,,,,,,,,,,,,555.12,288.36,625.55,0.8874,277.56, ,,,
155,2020-01-12 06:00:00,,,,,,,,,,,,,,,,,,,,,567.00,289.44,636.60,0.8907,283.5, ,,,
156,2020-01-12 06:30:00,,,,,,,,,,,,,,,,,,,,,579.96,303.48,654.56,0.8860,289.98, ,,,
157,2020-01-12 07:00:00,,,,,,,,,,,,,,,,,,,,,577.80,293.76,648.19,0.8914,288.9, ,,,
158,2020-01-12 07:30:00,,,,,,,,,,,,,,,,,,,,,563.76,289.44,633.72,0.8896,281.88, ,,,
159,2020-01-12 08:00:00,,,,,,,,,,,,,,,,,,,,,563.76,287.28,632.74,0.8910,281.88, ,,,
160,2020-01-12 08:30:00,,,,,,,,,,,,,,,,,,,,,544.32,279.72,611.99,0.8894,272.16, ,,,
161,2020-01-12 09:00:00,,,,,,,,,,,,,,,,,,,,,557.28,277.56,622.58,0.8951,278.64, ,,,
162,2020-01-12 09:30:00,,,,,,,,,,,,,,,,,,,,,560.52,280.8,626.92,0.8941,280.26, ,,,
163,2020-01-12 10:00:00,,,,,,,,,,,,,,,,,,,,,550.80,279.72,617.76,0.8916,275.4, ,,,
164,2020-01-12 10:30:00,,,,,,,,,,,,,,,,,,,,,555.12,287.28,625.05,0.8881,277.56, ,,,
165,2020-01-12 11:00:00,,,,,,,,,,,,,,,,,,,,,555.12,289.44,626.05,0.8867,277.56, ,,,
166,2020-01-12 11:30:00,,,,,,,,,,,,,,,,,,,,,545.40,281.88,613.94,0.8884,272.7, ,,,
167,2020-01-12 12:00:00,,,,,,,,,,,,,,,,,,,,,528.12,281.88,598.64,0.8822,264.06, ,,,
168,2020-01-12 12:30:00,,,,,,,,,,,,,,,,,,,,,543.24,286.2,614.02,0.8847,271.62, ,,,
169,2020-01-12 13:00:00,,,,,,,,,,,,,,,,,,,,,563.76,285.12,631.76,0.8924,281.88, ,,,
170,2020-01-12 13:30:00,,,,,,,,,,,,,,,,,,,,,543.24,284.04,613.02,0.8862,271.62, ,,,
171,2020-01-12 14:00:00,,,,,,,,,,,,,,,,,,,,,548.64,292.68,621.83,0.8823,274.32, ,,,
172,2020-01-12 14:30:00,,,,,,,,,,,,,,,,,,,,,554.04,289.44,625.09,0.8863,277.02, ,,,
173,2020-01-12 15:00:00,,,,,,,,,,,,,,,,,,,,,555.12,290.52,626.55,0.8860,277.56, ,,,
174,2020-01-12 15:30:00,,,,,,,,,,,,,,,,,,,,,562.68,285.12,630.79,0.8920,281.34, ,,,
175,2020-01-12 16:00:00,,,,,,,,,,,,,,,,,,,,,576.72,288.36,644.79,0.8944,288.36, ,,,
176,2020-01-12 16:30:00,,,,,,,,,,,,,,,,,,,,,550.80,280.8,618.25,0.8909,275.4, ,,,
177,2020-01-12 17:00:00,,,,,,,,,,,,,,,,,,,,,514.08,271.08,581.17,0.8846,257.04, ,,,
178,2020-01-12 17:30:00,,,,,,,,,,,,,,,,,,,,,535.68,277.56,603.32,0.8879,267.84, ,,,
179,2020-01-12 18:00:00,,,,,,,,,,,,,,,,,,,,,554.04,275.4,618.71,0.8955,277.02, ,,,
180,2020-01-12 18:30:00,,,,,,,,,,,,,,,,,,,,,555.12,281.88,622.59,0.8916,277.56, ,,,
181,2020-01-12 19:00:00,,,,,,,,,,,,,,,,,,,,,562.68,282.96,629.82,0.8934,281.34, ,,,
182,2020-01-12 19:30:00,,,,,,,,,,,,,,,,,,,,,551.88,281.88,619.70,0.8906,275.94, ,,,
183,2020-01-12 20:00:00,,,,,,,,,,,,,,,,,,,,,541.08,282.96,610.60,0.8861,270.54, ,,,
184,2020-01-12 20:30:00,,,,,,,,,,,,,,,,,,,,,538.92,287.28,610.71,0.8825,269.46, ,,,
185,2020-01-12 21:00:00,,,,,,,,,,,,,,,,,,,,,547.56,287.28,618.35,0.8855,273.78, ,,,
186,2020-01-12 21:30:00,,,,,,,,,,,,,,,,,,,,,544.32,288.36,615.98,0.8837,272.16, ,,,
187,2020-01-12 22:00:00,,,,,,,,,,,,,,,,,,,,,535.68,288.36,608.36,0.8805,267.84, ,,,
188,2020-01-12 22:30:00,,,,,,,,,,,,,,,,,,,,,543.24,295.92,618.61,0.8782,271.62, ,,,
189,2020-01-12 23:00:00,,,,,,,,,,,,,,,,,,,,,528.12,290.52,602.75,0.8762,264.06, ,,,
190,2020-01-12 23:30:00,,,,,,,,,,,,,,,,,,,,,537.84,294.84,613.35,0.8769,268.92, ,,,
191,1/12/2020 24:00,,,,,,,,,,,,,,,,,,,,,538.92,298.08,615.86,0.8751,269.46, ,,,
192,2020-01-13 00:30:00,,,,,,,,,,,,,,,,,,,,,534.60,304.56,615.27,0.8689,267.3, ,,,
193,2020-01-13 01:00:00,,,,,,,,,,,,,,,,,,,,,530.28,304.56,611.52,0.8672,265.14, ,,,
194,2020-01-13 01:30:00,,,,,,,,,,,,,,,,,,,,,534.60,301.32,613.67,0.8712,267.3, ,,,
195,2020-01-13 02:00:00,,,,,,,,,,,,,,,,,,,,,543.24,302.4,621.74,0.8737,271.62, ,,,
196,2020-01-13 02:30:00,,,,,,,,,,,,,,,,,,,,,551.88,302.4,629.30,0.8770,275.94, ,,,
197,2020-01-13 03:00:00,,,,,,,,,,,,,,,,,,,,,588.60,292.68,657.35,0.8954,294.3, ,,,
198,2020-01-13 03:30:00,,,,,,,,,,,,,,,,,,,,,579.96,282.96,645.31,0.8987,289.98, ,,,
199,2020-01-13 04:00:00,,,,,,,,,,,,,,,,,,,,,567.00,277.56,631.29,0.8982,283.5, ,,,
200,2020-01-13 04:30:00,,,,,,,,,,,,,,,,,,,,,592.92,280.8,656.05,0.9038,296.46, ,,,
201,2020-01-13 05:00:00,,,,,,,,,,,,,,,,,,,,,586.44,271.08,646.06,0.9077,293.22, ,,,
202,2020-01-13 05:30:00,,,,,,,,,,,,,,,,,,,,,642.60,279.72,700.84,0.9169,321.3, ,,,
203,2020-01-13 06:00:00,,,,,,,,,,,,,,,,,,,,,657.72,284.04,716.43,0.9181,328.86, ,,,
204,2020-01-13 06:30:00,,,,,,,,,,,,,,,,,,,,,705.24,293.76,763.98,0.9231,352.62, ,,,
205,2020-01-13 07:00:00,,,,,,,,,,,,,,,,,,,,,707.40,285.12,762.70,0.9275,353.7, ,,,
206,2020-01-13 07:30:00,,,,,,,,,,,,,,,,,,,,,718.20,293.76,775.96,0.9256,359.1, ,,,
207,2020-01-13 08:00:00,,,,,,,,,,,,,,,,,,,,,702.00,293.76,760.99,0.9225,351.0, ,,,
208,2020-01-13 08:30:00,,,,,,,,,,,,,,,,,,,,,719.28,292.68,776.55,0.9263,359.64, ,,,
209,2020-01-13 09:00:00,,,,,,,,,,,,,,,,,,,,,686.88,294.84,747.49,0.9189,343.44, ,,,
210,2020-01-13 09:30:00,,,,,,,,,,,,,,,,,,,,,698.76,311.04,764.86,0.9136,349.38, ,,,
211,2020-01-13 10:00:00,,,,,,,,,,,,,,,,,,,,,693.36,309.96,759.49,0.9129,346.68, ,,,
212,2020-01-13 10:30:00,,,,,,,,,,,,,,,,,,,,,704.16,311.04,769.80,0.9147,352.08, ,,,
213,2020-01-13 11:00:00,,,,,,,,,,,,,,,,,,,,,698.76,304.56,762.25,0.9167,349.38, ,,,
214,2020-01-13 11:30:00,,,,,,,,,,,,,,,,,,,,,676.08,306.72,742.40,0.9107,338.04, ,,,
215,2020-01-13 12:00:00,,,,,,,,,,,,,,,,,,,,,664.20,313.2,734.34,0.9045,332.1, ,,,
216,2020-01-13 12:30:00,,,,,,,,,,,,,,,,,,,,,669.60,307.8,736.96,0.9086,334.8, ,,,
217,2020-01-13 13:00:00,,,,,,,,,,,,,,,,,,,,,669.60,306.72,736.51,0.9092,334.8, ,,,
218,2020-01-13 13:30:00,,,,,,,,,,,,,,,,,,,,,686.88,307.8,752.69,0.9126,343.44, ,,,
219,2020-01-13 14:00:00,,,,,,,,,,,,,,,,,,,,,682.56,307.8,748.75,0.9116,341.28, ,,,
220,2020-01-13 14:30:00,,,,,,,,,,,,,,,,,,,,,682.56,309.96,749.64,0.9105,341.28, ,,,
221,2020-01-13 15:00:00,,,,,,,,,,,,,,,,,,,,,700.92,308.88,765.96,0.9151,350.46, ,,,
222,2020-01-13 15:30:00,,,,,,,,,,,,,,,,,,,,,689.04,308.88,755.10,0.9125,344.52, ,,,
223,2020-01-13 16:00:00,,,,,,,,,,,,,,,,,,,,,683.64,321.84,755.61,0.9048,341.82, ,,,
